ProjectID|CustomerID|ProjectType|Status|StartDateStr|CompletionDateStr|BidAmount|FinalAmount|CostOverrunAmount|ProfitMargin|Warranty|ServicePlan|ConstructionType|SquareFootage|City|Neighborhood|ArchitecturalFirm|GeneralContractor|BidWinDate|EstimatedHours|ActualHours|DelayImpactHours|EstimatedCompletionDate|DelayReason|CustomerSatisfaction
1087|272|Biometric Security System|Completed|2024-01-22|2024-06-01|261945.18|250004.83|0|TBD|2 years|Premium|System Upgrade|12835|Mercer Island|South End|Jacobs, Bender and Rogers|King Group|2023-12-22|329|409|14|2024-04-12|Weather|3
1088|448|Voice Control Integration|In Progress|2024-01-24|TBD|70874.18|76103.92|0.0|TBD|TBD|TBD|Major Remodel|4446|Seattle|Magnolia|Crawford and Sons|Young and Sons|2023-12-29|231|231|0|2024-05-22|N/A|N/A
1089|480|Custom Security System|Completed|2022-12-11|2023-02-18|292617.04|286531.9|0|TBD|4 years|Premium|Addition|11282|Seattle|Madison Park|N/A|Cline-Tucker|2022-11-25|581|547|0|2023-02-21|N/A|4
1090|86|Home Network Infrastructure|Completed|2025-02-28|2025-04-25|294353.57|324174.11|234.69|TBD|2 years|None|Major Remodel|3668|Sammamish|Sahalee|Buchanan, Owens and Yu|Kaiser and Sons|2025-01-09|47|48|0|2025-05-03|N/A|4
1091|799|Whole-Home Automation|Contract Signed|2022-11-24|N/A|149533.66|TBD|0.0|TBD|TBD|TBD|Major Remodel|4271|Sammamish|Sahalee|Thompson, Schultz and Gardner|Black Group|2022-10-09|329|TBD|0|2022-12-29|N/A|N/A
1092|517|Smart Water Management|In Progress|2024-09-23|TBD|76866.43|73656.69|0.0|TBD|TBD|TBD|Addition|10316|Seattle|Clyde Hill|Eaton PLC|Valdez, Hudson and Hall|2024-09-10|370|370|0|2025-02-14|Material Delays|N/A
1093|510|Home Network Infrastructure|Completed|2023-07-15|2023-10-09|259665.54|322185.8|0|TBD|4 years|None|Major Remodel|8274|Bellevue|Beaux Arts|N/A|Leonard-Harmon|2023-07-01|47|57|3|2023-08-26|Client Changes|5
1094|134|Multi-Room Audio Video|Contract Signed|2023-06-24|N/A|218621.48|TBD|0.0|TBD|TBD|TBD|New Construction|4930|Mercer Island|South End|Flores, Taylor and Nicholson|Leach Group|2023-04-30|288|TBD|0|2023-11-14|N/A|N/A
1095|75|Automated Lighting Control|Proposal|2021-08-10|N/A|110695.57|TBD|0.0|TBD|TBD|TBD|Addition|6202|Bellevue|Newport Shores|N/A|Stewart, Perkins and Sanchez|2021-05-22|104|TBD|0|2021-10-19|N/A|N/A
1096|487|Automated Shading Solutions|Design Phase|2024-05-06|N/A|31777.06|TBD|0.0|TBD|TBD|TBD|System Upgrade|4052|Seattle|Hunts Point|N/A|Vance-Robinson|2024-03-26|223|TBD|0|2024-06-12|N/A|N/A
1097|416|Home Network Infrastructure|Proposal|2025-01-12|N/A|215773.43|TBD|0.0|TBD|TBD|TBD|Addition|12285|Kirkland|Juanita|N/A|Torres and Sons|2025-01-03|442|TBD|0|2025-02-23|N/A|N/A
1098|772|Automated Shading Solutions|Completed|2024-07-15|2024-09-01|250394.3|285464.19|4321.53|TBD|5 years|Premium|New Construction|12462|Seattle|Clyde Hill|N/A|Mooney Inc|2024-06-18|300|329|0|2024-09-24|N/A|5
1099|97|Smart Water Management|Completed|2022-07-16|2022-12-11|64127.26|73590.71|0|TBD|4 years|Premium|New Construction|10928|Seattle|Clyde Hill|Davies PLC|Martin-Allen|2022-05-09|456|587|102|2022-11-08|Subcontractor Issues|4
1100|167|Automated Lighting Control|In Progress|2022-09-20|TBD|221061.29|210078.19|0.0|TBD|TBD|TBD|System Upgrade|6768|Bellevue|Bridle Trails|Dennis-Cook|Oneal, Nunez and Johnson|2022-09-12|517|517|0|2023-02-20|Client Changes|N/A
1101|537|Luxury Home Theater|Contract Signed|2024-09-07|N/A|243963.5|TBD|0.0|TBD|TBD|TBD|System Upgrade|13422|Issaquah|Squak Mountain|Cervantes PLC|Hicks Inc|2024-08-17|192|TBD|0|2024-11-24|N/A|N/A
1102|628|Automated Lighting Control|Completed|2023-08-30|2024-02-01|248146.69|265221.07|0|TBD|5 years|Standard|New Construction|5677|Mercer Island|South End|Bush LLC|Crane, Espinoza and Byrd|2023-07-15|554|524|0|2023-12-30|Weather|5
1103|600|Automated Shading Solutions|In Progress|2023-10-28|TBD|298693.9|285920.66|0.0|TBD|TBD|TBD|System Upgrade|7367|Seattle|Broadmoor|Anderson PLC|Torres Ltd|2023-09-16|240|240|0|2024-03-14|N/A|N/A
1104|646|Custom Wine Cellar Monitoring|Completed|2022-10-16|2023-02-09|165838.74|203345.15|4668.2|TBD|1 years|None|Major Remodel|6844|Bellevue|Bridle Trails|Johnson-Miller|Taylor LLC|2022-10-07|395|490|0|2023-02-23|N/A|5
1105|426|Multi-Room Audio Video|In Progress|2021-08-02|TBD|50352.69|49329.1|0.0|TBD|TBD|TBD|Major Remodel|7184|Mercer Island|South End|Brown-Walters|Patel-May|2021-06-16|291|291|0|2021-10-20|Material Delays|N/A
1106|298|Luxury Home Theater|Completed|2021-12-17|2022-05-24|120900.61|126126.0|0|TBD|3 years|None|New Construction|13689|Bellevue|Bridle Trails|N/A|Lee, Malone and Campbell|2021-11-23|469|627|0|2022-05-31|N/A|3
1107|657|Home Network Infrastructure|Proposal|2021-06-22|N/A|344247.06|TBD|0.0|TBD|TBD|TBD|System Upgrade|7800|Issaquah|Squak Mountain|Berry, Atkins and Dickerson|Ortega Inc|2021-05-26|387|TBD|0|2021-11-18|N/A|N/A
1108|658|Custom Security System|Completed|2021-06-15|2021-11-20|347866.77|339555.54|0|TBD|4 years|Standard|New Construction|5015|Kirkland|Juanita|Lopez-Collins|Scott-Ramsey|2021-05-28|346|457|0|2021-11-28|N/A|4
1109|369|Automated Lighting Control|Completed|2022-05-31|2022-10-26|135602.39|159757.92|0|TBD|3 years|None|Addition|9138|Woodinville|Bear Creek|Torres-Garcia|Ward-Harrell|2022-03-20|222|261|32|2022-09-11|Subcontractor Issues|3
1110|583|Home Network Infrastructure|Proposal|2021-01-05|N/A|152323.18|TBD|0.0|TBD|TBD|TBD|New Construction|11667|Seattle|Magnolia|Phillips Group|Jones Ltd|2020-12-16|162|TBD|0|2021-04-25|N/A|N/A
1111|656|Smart Home Integration|Completed|2024-11-08|2025-01-21|25974.53|29250.18|662.5|TBD|3 years|Standard|System Upgrade|6909|Woodinville|Hollywood Hill|Rodriguez-Martinez|Richardson-Choi|2024-10-31|387|502|71|2024-12-20|Weather|4
1112|610|Golf Simulator Room|Completed|2023-02-26|2023-05-21|21381.26|23460.62|0|TBD|1 years|Basic|Addition|4871|Woodinville|Hollywood Hill|Duncan-Anderson|Kennedy, Daugherty and Thomas|2023-02-14|250|348|0|2023-06-14|N/A|5
1113|596|Luxury Home Theater|Completed|2022-05-12|2022-08-17|158651.63|151216.26|0|TBD|5 years|None|New Construction|7362|Kirkland|Houghton|Anderson, Hall and Choi|Fischer-Cowan|2022-04-28|144|186|0|2022-08-29|N/A|3
1114|524|Luxury Home Theater|Completed|2021-08-09|2021-11-15|17107.19|17774.57|303.78|TBD|1 years|None|Addition|5704|Issaquah|Issaquah Highlands|N/A|Anderson-Miller|2021-07-09|42|52|0|2021-11-28|N/A|3
1115|145|Biometric Security System|Contract Signed|2024-08-01|N/A|343935.87|TBD|0.0|TBD|TBD|TBD|System Upgrade|14501|Sammamish|Sahalee|Norton-Jones|Owen, Greene and Blake|2024-06-14|101|TBD|0|2024-10-14|N/A|N/A
1116|723|Smart Home Integration|Completed|2023-08-05|2024-01-13|119040.49|124324.73|36.57|TBD|1 years|Basic|Addition|6650|Redmond|Sammamish Valley|N/A|Spencer, Espinoza and Escobar|2023-07-07|503|670|41|2023-12-10|Client Changes|3
1117|332|Outdoor Entertainment System|Proposal|2023-05-17|N/A|207684.81|TBD|0.0|TBD|TBD|TBD|System Upgrade|12813|Mercer Island|South End|Henry-Alvarez|Hardin-Hancock|2023-04-27|417|TBD|0|2023-09-14|N/A|N/A
1118|481|Whole Home Battery Backup|Completed|2024-11-29|2025-04-24|192591.57|214591.33|0|TBD|3 years|Basic|Major Remodel|9388|Kirkland|Houghton|Porter Group|Jones, Clarke and Obrien|2024-09-22|555|653|0|2025-05-03|N/A|3
1119|584|Home Network Infrastructure|Proposal|2024-07-05|N/A|285417.77|TBD|0.0|TBD|TBD|TBD|New Construction|8184|Seattle|Medina|Patel PLC|Mendez Ltd|2024-05-30|263|TBD|0|2024-11-06|N/A|N/A
1120|366|Golf Simulator Room|In Progress|2022-04-30|TBD|244591.26|267281.02|0.0|TBD|TBD|TBD|Addition|14742|Seattle|Medina|Marsh, Williams and Hunter|Williams LLC|2022-03-06|66|66|0|2022-09-18|N/A|N/A
1121|285|Automated Shading Solutions|Completed|2023-08-17|2024-01-26|64232.03|64734.2|78.04|TBD|1 years|Premium|System Upgrade|4700|Redmond|Education Hill|Matthews LLC|Stevenson-Ortiz|2023-08-02|57|59|0|2023-12-25|Weather|3
1122|251|Smart Water Management|Proposal|2022-08-24|N/A|165845.56|TBD|0.0|TBD|TBD|TBD|Major Remodel|8511|Seattle|Laurelhurst|Stokes, Miller and Doyle|Clayton-Walker|2022-08-15|279|TBD|0|2022-12-21|N/A|N/A
1123|78|Whole Home Battery Backup|Completed|2023-07-18|2023-12-06|339115.65|352070.73|0|TBD|4 years|Standard|System Upgrade|14918|Woodinville|Hollywood Hill|Ryan Ltd|Jimenez PLC|2023-06-24|78|97|13|2023-11-09|Material Delays|4
1124|336|Outdoor Entertainment System|Completed|2022-11-09|2023-05-22|330498.9|412519.23|0|TBD|4 years|Basic|Major Remodel|13177|Bellevue|West Bellevue|N/A|Powell, Collins and Byrd|2022-10-07|337|371|3|2023-04-29|Client Changes|5
1125|778|Luxury Home Theater|Completed|2022-03-05|2022-07-16|318645.18|376852.32|0|TBD|1 years|Standard|New Construction|10170|Seattle|Medina|Sims Inc|Walter-Ballard|2022-02-19|548|670|74|2022-07-14|Inspection Delays|5
1126|723|Smart Water Management|Completed|2024-03-14|2024-05-03|98077.12|117021.22|0|TBD|3 years|None|Major Remodel|14070|Sammamish|Sahalee|Rivera, Lee and Carroll|Walsh, Allen and Myers|2024-02-15|329|355|0|2024-05-15|N/A|5
1127|539|Voice Control Integration|Completed|2021-11-26|2022-04-20|68361.7|74463.35|803.77|TBD|3 years|Premium|Addition|4248|Seattle|Hunts Point|Johnson LLC|Burke-Saunders|2021-11-07|112|103|0|2022-04-11|Weather|3
1128|294|Voice Control Integration|Contract Signed|2023-07-09|N/A|383747.11|TBD|0.0|TBD|TBD|TBD|Major Remodel|13797|Seattle|Queen Anne|White, Miller and Elliott|Johnson-Jenkins|2023-04-26|431|TBD|0|2023-09-22|N/A|N/A
1129|299|Luxury Home Theater|Proposal|2024-06-09|N/A|382193.13|TBD|0.0|TBD|TBD|TBD|Major Remodel|14098|Seattle|Magnolia|Edwards, Fisher and Bryant|Rowland Ltd|2024-05-29|433|TBD|0|2024-07-30|N/A|N/A
1130|595|Automated Lighting Control|Completed|2023-12-20|2024-05-14|48619.13|54206.88|0|TBD|2 years|Premium|New Construction|14979|Seattle|Laurelhurst|Stuart-Jones|Gonzalez-Hansen|2023-11-28|469|606|110|2024-03-22|Client Changes|5
1131|629|Biometric Security System|Completed|2023-05-01|2023-10-11|131159.48|140603.99|0|TBD|3 years|None|New Construction|6408|Bellevue|West Bellevue|Lopez-Mcdaniel|Howard-Banks|2023-02-25|550|704|116|2023-09-13|Weather|4
1132|708|Automated Lighting Control|In Progress|2024-11-26|TBD|228092.08|222228.46|0.0|TBD|TBD|TBD|Major Remodel|3807|Issaquah|Issaquah Highlands|Rogers, Robinson and Flores|Giles-Atkinson|2024-10-31|153|126|0|2025-03-27|Material Delays|N/A
1133|443|Smart Water Management|Completed|2024-08-29|2024-11-04|291663.35|279988.69|0|TBD|5 years|Basic|New Construction|5347|Bellevue|Newport Shores|Blake-Hull|Watkins, Gutierrez and Mcdonald|2024-07-14|250|306|4|2024-10-19|Material Delays|5
1134|448|Custom Security System|Design Phase|2023-05-16|N/A|134355.96|TBD|0.0|TBD|TBD|TBD|New Construction|7865|Bellevue|Bridle Trails|Baxter, Medina and Lang|Newman Ltd|2023-04-28|328|TBD|0|2023-10-05|N/A|N/A
1135|289|Home Network Infrastructure|On Hold|2023-05-11|N/A|260042.59|257606.82|0.0|TBD|TBD|TBD|Addition|7083|Seattle|Clyde Hill|Proctor Inc|Yang Group|2023-04-22|290|TBD|0|2023-10-31|N/A|N/A
1136|474|Outdoor Entertainment System|In Progress|2024-03-06|TBD|100845.89|106848.38|0.0|TBD|TBD|TBD|System Upgrade|11310|Sammamish|Sahalee|N/A|Shelton Inc|2024-02-23|212|212|0|2024-08-05|N/A|N/A
1137|695|Smart Home Integration|In Progress|2021-11-26|TBD|234556.48|252867.76|0.0|TBD|TBD|TBD|System Upgrade|12885|Bellevue|Somerset|N/A|Smith-Avila|2021-11-13|589|589|0|2022-02-10|N/A|N/A
1138|756|Smart Water Management|Completed|2024-07-03|2025-01-08|69703.9|86337.57|2144.31|TBD|4 years|Basic|System Upgrade|5783|Bellevue|Bridle Trails|Simpson-Booker|Casey LLC|2024-06-26|322|422|50|2024-12-29|Material Delays|4
1139|631|Whole Home Battery Backup|Completed|2023-10-12|2024-03-07|237274.36|254198.54|7559.1|TBD|5 years|None|System Upgrade|9156|Kirkland|Houghton|Garcia-Wallace|Vasquez, Schwartz and Stafford|2023-10-03|301|403|100|2024-02-03|Client Changes|5
1140|718|Automated Shading Solutions|Completed|2022-04-13|2022-05-24|261932.55|291137.81|0|TBD|1 years|Premium|New Construction|13407|Redmond|Sammamish Valley|N/A|Davis-Barron|2022-03-16|391|492|0|2022-06-18|N/A|5
1141|500|Multi-Room Audio Video|Completed|2021-03-29|2021-05-07|311997.02|377832.94|0|TBD|1 years|None|System Upgrade|8735|Redmond|Sammamish Valley|Duke, Arnold and Ortiz|Boyd LLC|2021-02-12|463|450|0|2021-05-25|N/A|4
1142|93|Multi-Room Audio Video|Contract Signed|2024-08-19|N/A|296663.44|TBD|0.0|TBD|TBD|TBD|Addition|11026|Mercer Island|North End|N/A|Hernandez-Hamilton|2024-07-14|246|TBD|0|2025-01-24|N/A|N/A
1143|426|Smart Home Integration|Design Phase|2024-10-24|N/A|144563.38|TBD|0.0|TBD|TBD|TBD|Addition|4799|Mercer Island|South End|Turner-Valentine|Brown-Green|2024-09-21|573|TBD|0|2025-03-03|N/A|N/A
1144|74|Home Network Infrastructure|Completed|2021-06-15|2021-10-04|166601.91|159096.97|0|TBD|2 years|None|System Upgrade|8137|Seattle|Madison Park|Perry, Miller and Trujillo|Shaw Group|2021-04-16|348|404|0|2021-10-29|N/A|4
1145|149|Smart Home Integration|In Progress|2024-04-17|TBD|204714.99|199523.12|0.0|TBD|TBD|TBD|Addition|4103|Issaquah|Squak Mountain|Hall and Sons|Ford-Williams|2024-03-19|231|231|0|2024-07-04|N/A|N/A
1146|230|Whole Home Battery Backup|Completed|2023-05-30|2023-12-02|226938.71|281301.21|0|TBD|4 years|Basic|Addition|6247|Seattle|Hunts Point|Keller-Walker|Ford and Sons|2023-04-26|359|471|89|2023-10-22|Subcontractor Issues|5
1147|416|Smart Home Integration|Completed|2021-11-28|2022-01-08|171990.89|171406.38|0|TBD|2 years|Basic|New Construction|4974|Seattle|Broadmoor|Larsen-Hopkins|Knight, Austin and Webb|2021-10-19|306|326|0|2022-01-10|N/A|3
1148|154|Integrated Climate Control|Completed|2025-01-11|2025-03-29|188475.61|224052.48|9324.08|TBD|5 years|None|System Upgrade|6706|Bellevue|Newport Shores|Burke-Cochran|Fischer Ltd|2025-01-02|539|519|0|2025-03-10|Inspection Delays|3
1149|67|Voice Control Integration|In Progress|2021-01-25|TBD|197187.38|192206.96|0.0|TBD|TBD|TBD|System Upgrade|5723|Woodinville|Bear Creek|Green and Sons|Mcgrath, Lang and Ramos|2020-12-14|467|467|0|2021-05-24|N/A|N/A
1150|700|Automated Shading Solutions|Completed|2022-09-03|2022-10-08|299135.61|302408.2|0|TBD|2 years|Standard|Addition|6391|Woodinville|Hollywood Hill|N/A|Johns, Porter and Lawrence|2022-07-17|262|290|0|2022-10-12|N/A|3
1151|678|Golf Simulator Room|Completed|2022-12-01|2023-03-02|332285.17|393894.06|0|TBD|5 years|Premium|System Upgrade|11283|Mercer Island|North End|Green PLC|Campbell Inc|2022-10-03|158|179|4|2023-01-20|Client Changes|3
1152|497|Custom Security System|Contract Signed|2022-11-17|N/A|258184.88|TBD|0.0|TBD|TBD|TBD|Major Remodel|11233|Woodinville|Bear Creek|N/A|Wyatt-Martinez|2022-11-06|145|TBD|0|2023-01-02|N/A|N/A
1153|528|Whole Home Battery Backup|Completed|2021-03-03|2021-06-18|81056.36|79092.62|0|TBD|5 years|Basic|Major Remodel|5594|Kirkland|Juanita|Lee, Davis and Simmons|Sanchez-Wright|2021-02-12|440|467|7|2021-05-25|Subcontractor Issues|5
1154|224|Outdoor Entertainment System|Contract Signed|2021-01-21|N/A|262600.16|TBD|0.0|TBD|TBD|TBD|System Upgrade|3505|Seattle|Magnolia|Nielsen-Norris|Davis-Cobb|2020-12-21|90|TBD|0|2021-06-25|N/A|N/A
1155|425|Multi-Room Audio Video|Contract Signed|2024-11-11|N/A|278316.97|TBD|0.0|TBD|TBD|TBD|System Upgrade|5066|Mercer Island|South End|Ford PLC|Merritt Group|2024-10-12|245|TBD|0|2025-01-07|N/A|N/A
1156|300|Custom Wine Cellar Monitoring|Completed|2021-07-20|2021-11-15|307499.43|305663.84|0|TBD|5 years|Premium|Addition|8402|Seattle|Broadmoor|N/A|Smith LLC|2021-07-08|88|77|0|2021-11-14|Inspection Delays|4
1157|124|Integrated Climate Control|Proposal|2024-05-21|N/A|203579.51|TBD|0.0|TBD|TBD|TBD|Major Remodel|3065|Mercer Island|South End|Berger Group|Gonzalez-Cameron|2024-05-07|203|TBD|0|2024-09-19|N/A|N/A
1158|582|Golf Simulator Room|Completed|2023-08-15|2024-02-09|325724.93|325133.13|0|TBD|3 years|None|Major Remodel|5193|Mercer Island|South End|Beasley-Shaffer|Phillips-Compton|2023-06-18|314|282|0|2023-12-28|Client Changes|4
1159|470|Automated Shading Solutions|In Progress|2024-09-06|TBD|223559.76|212987.19|0.0|TBD|TBD|TBD|System Upgrade|6108|Mercer Island|North End|Rivera, James and Edwards|Powers, Harris and Jones|2024-08-10|64|64|0|2025-02-27|N/A|N/A
1160|146|Luxury Home Theater|Completed|2023-04-19|2023-07-16|277041.98|319683.5|7835.47|TBD|3 years|Premium|System Upgrade|14800|Bellevue|Newport Shores|N/A|Scott-Walsh|2023-03-03|283|324|27|2023-06-07|Material Delays|5
1161|723|Custom Wine Cellar Monitoring|Completed|2024-03-01|2024-07-21|27809.62|30145.67|0|TBD|1 years|Standard|System Upgrade|13999|Seattle|Magnolia|Vargas Inc|Taylor, Gray and Burns|2023-12-27|232|300|14|2024-07-02|Inspection Delays|4
1162|563|Whole-Home Automation|Design Phase|2024-01-01|N/A|263004.86|TBD|0.0|TBD|TBD|TBD|New Construction|6661|Sammamish|Trossachs|Mclaughlin Ltd|Harris, Bowers and Ward|2023-12-25|179|TBD|0|2024-05-22|N/A|N/A
1163|205|Biometric Security System|Contract Signed|2021-05-17|N/A|330619.41|TBD|0.0|TBD|TBD|TBD|Addition|6601|Kirkland|Houghton|Thompson Ltd|Baker-Lucas|2021-04-12|477|TBD|0|2021-11-10|N/A|N/A
1164|416|Voice Control Integration|In Progress|2022-04-03|TBD|171464.36|154350.89|0.0|TBD|TBD|TBD|New Construction|12491|Sammamish|Trossachs|Mueller-Kim|Goodman LLC|2022-03-24|555|555|0|2022-07-06|N/A|N/A
1165|436|Custom Wine Cellar Monitoring|Completed|2022-10-30|2023-03-27|90652.08|93860.81|0|TBD|3 years|None|New Construction|12672|Woodinville|Hollywood Hill|N/A|Castro Ltd|2022-09-19|238|256|15|2023-02-10|Client Changes|4
1166|279|Outdoor Entertainment System|Completed|2024-08-31|2024-12-15|138295.09|178864.94|11963.99|TBD|1 years|Premium|Major Remodel|9920|Kirkland|Juanita|N/A|Stewart Group|2024-08-10|91|103|8|2024-11-30|Subcontractor Issues|5
1167|36|Smart Water Management|Completed|2023-11-08|2024-01-28|240694.09|267987.84|0|TBD|4 years|Premium|New Construction|3419|Seattle|Hunts Point|Martinez Group|Richmond LLC|2023-08-18|375|329|0|2023-12-16|Client Changes|4
1168|216|Automated Shading Solutions|Completed|2023-11-30|2024-04-09|106418.28|116066.13|0|TBD|3 years|None|New Construction|12084|Sammamish|Sahalee|Duran, Duncan and Carr|Navarro-Gutierrez|2023-10-17|303|331|24|2024-03-20|Weather|5
1169|671|Multi-Room Audio Video|In Progress|2023-12-24|TBD|56744.07|61953.82|0.0|TBD|TBD|TBD|System Upgrade|7813|Seattle|Broadmoor|N/A|Miller, Hill and Wilcox|2023-11-02|427|427|0|2024-06-18|N/A|N/A
1170|678|Luxury Home Theater|In Progress|2021-12-25|TBD|88843.52|86238.14|0.0|TBD|TBD|TBD|System Upgrade|3235|Issaquah|Squak Mountain|Clark-Hines|Nichols-Moore|2021-11-13|146|146|0|2022-02-10|N/A|N/A
1171|397|Integrated Climate Control|Completed|2021-05-10|2021-10-16|222057.43|266113.33|0|TBD|2 years|Standard|Addition|9376|Kirkland|Juanita|N/A|Martinez, Davidson and Wood|2021-05-01|499|596|75|2021-08-28|Client Changes|5
1172|202|Whole Home Battery Backup|Completed|2025-01-30|2025-05-16|219216.75|249208.58|10034.08|TBD|1 years|Standard|Major Remodel|3349|Redmond|Education Hill|Rodriguez, York and Carpenter|Collins, Johnson and Lloyd|2025-01-19|112|143|0|2025-05-21|N/A|4
1173|565|Biometric Security System|Completed|2021-11-26|2022-07-10|293652.74|303879.06|22.57|TBD|1 years|Standard|New Construction|8705|Bellevue|Bridle Trails|Lee PLC|Watkins-Petersen|2021-09-11|249|297|43|2022-05-20|Subcontractor Issues|5
1174|722|Luxury Home Theater|In Progress|2022-04-01|TBD|142202.8|151565.67|0.0|TBD|TBD|TBD|Addition|10410|Redmond|Sammamish Valley|N/A|Brown, Clark and Caldwell|2022-03-12|119|119|0|2022-05-27|N/A|N/A
1175|428|Smart Water Management|Completed|2024-09-23|2024-11-25|312710.29|326605.77|0|TBD|5 years|None|Major Remodel|6903|Mercer Island|North End|Cook, Newman and Romero|Rogers Group|2024-09-10|74|65|0|2024-11-26|N/A|3
1176|489|Biometric Security System|Completed|2023-06-16|2024-01-01|135757.36|164636.65|0|TBD|4 years|Standard|Major Remodel|9633|Bellevue|Bridle Trails|N/A|Williams-Crawford|2023-05-12|153|203|10|2023-11-16|Material Delays|5
1177|331|Outdoor Entertainment System|In Progress|2024-11-30|TBD|147481.14|153946.01|0.0|TBD|TBD|TBD|System Upgrade|14107|Redmond|Education Hill|Romero, Willis and Khan|Nicholson, Stokes and Ward|2024-09-26|363|343|0|2025-03-19|N/A|N/A
1178|754|Golf Simulator Room|Completed|2023-05-09|2023-12-31|192025.11|199202.92|3102.97|TBD|1 years|Basic|New Construction|8239|Kirkland|Houghton|Barr-Howard|Padilla-Kennedy|2023-03-19|89|81|0|2023-11-01|Client Changes|3
1179|641|Integrated Climate Control|Completed|2021-03-17|2021-06-08|112006.68|119092.65|2690.55|TBD|2 years|Premium|System Upgrade|11341|Kirkland|Juanita|Olson-Mitchell|Cunningham-Baker|2021-02-27|463|396|0|2021-05-01|Inspection Delays|5
1180|346|Automated Shading Solutions|Completed|2025-03-07|2025-09-07|246321.65|310367.23|24635.35|TBD|2 years|Standard|Addition|3878|Bellevue|Beaux Arts|N/A|Sanchez, Torres and Campbell|2025-02-21|247|243|0|2025-07-11|Inspection Delays|5
1181|538|Home Network Infrastructure|Completed|2023-12-23|2024-02-19|383293.93|463266.28|0|TBD|2 years|Standard|Addition|4452|Bellevue|Newport Shores|N/A|Williams Inc|2023-12-15|452|517|0|2024-02-25|N/A|3
1182|424|Whole Home Battery Backup|Completed|2023-03-10|2023-09-30|25559.74|30405.49|0|TBD|2 years|Standard|System Upgrade|10693|Issaquah|Issaquah Highlands|Carroll-Russo|Price PLC|2023-01-21|426|581|64|2023-08-17|Subcontractor Issues|4
1183|772|Home Network Infrastructure|Cancelled|2024-03-14|2024-05-31|49766.85|TBD|0.0|TBD|TBD|TBD|Major Remodel|14496|Seattle|Magnolia|Martinez-Harmon|Diaz-Diaz|2024-02-27|165|28|0|2024-05-31|Client Decision|N/A
1184|66|Custom Security System|Contract Signed|2023-03-14|N/A|352364.17|TBD|0.0|TBD|TBD|TBD|System Upgrade|7498|Bellevue|Beaux Arts|N/A|Crawford PLC|2023-01-28|296|TBD|0|2023-06-13|N/A|N/A
1185|231|Integrated Climate Control|Contract Signed|2024-06-09|N/A|48020.83|TBD|0.0|TBD|TBD|TBD|New Construction|3838|Seattle|Magnolia|Glover PLC|Leach-Grimes|2024-05-06|582|TBD|0|2024-11-23|N/A|N/A
